,Breed,Gender,Neutered_or_spayed,Fur_colour_dominant,Fur_pattern,Eye_colour,Allowed_outdoor,Preferred_food,Country,Age_in_years,Body_length,Weight,Owner_play_time_minutes,Sleep_time_hours,Latitude,Longitude
849,Ragdoll,male,True,red/cream,colorpoint,blue,TRUE,wet,USA,5.67,53.0,7.12,24.0,17.0,40.71427,-74.00597
850,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,5.67,40.0,5.49,26.0,12.0,38.89511,-77.03637
851,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,5.75,48.0,5.73,10.0,12.0,40.71427,-74.00597
852,Ragdoll,male,True,seal,bicolor,amber,FALSE,wet,USA,5.75,43.0,7.13,12.0,12.0,40.71427,-74.00597
853,Ragdoll,female,True,seal,mitted,blue,FALSE,wet,USA,5.83,39.0,6.9,2.0,16.0,41.881832,-87.623177
854,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,5.83,44.0,8.59,10.0,12.0,41.881832,-87.623177
855,Ragdoll,female,False,lilac,colorpoint,blue,FALSE,wet,USA,5.83,45.0,7.08,9.0,12.0,42.35843,-71.05977
856,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,6.0,42.0,6.69,9.0,16.0,40.71427,-74.00597
857,Ragdoll,female,False,red/cream,mitted,blue,FALSE,wet,USA,6.0,45.0,3.73,15.0,16.0,40.71427,-74.00597
858,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,6.0,44.0,5.71,28.0,15.0,38.89511,-77.03637
859,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,6.0,48.0,8.97,17.0,12.0,38.89511,-77.03637
860,Ragdoll,female,False,seal,colorpoint,green,FALSE,wet,USA,6.0,38.0,3.86,23.0,16.0,45.52345,-122.67621
861,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,6.08,45.0,5.84,30.0,12.0,40.71427,-74.00597
862,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,6.08,51.0,7.25,18.0,16.0,40.71427,-74.00597
863,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,6.08,36.0,5.43,4.0,12.0,40.71427,-74.00597
864,wrack doll,female,True,seal,colorpoint,blue,FALSE,wet,USA,6.08,45.0,6.06,31.0,17.0,38.89511,-77.03637
865,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,6.08,42.0,4.62,11.0,15.0,37.77493,-122.41942
866,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,USA,6.08,40.0,5.01,15.0,16.0,47.60621,-122.33207
867,Ragdoll,male,False,seal,bicolor,blue,FALSE,wet,USA,6.08,43.0,6.22,20.0,15.0,40.71427,-74.00597
868,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,-6.083333333,41.0,6.47,18.0,12.0,45.52345,-122.67621
869,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,UK,-6.166666667,43.0,8.27,5.0,17.0,52.486244,-1.890401
870,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,UK,-6.166666667,51.0,7.25,15.0,12.0,53.408371,-2.991573
871,Ragdoll,female,True,seal,bicolor,blue,FALSE,dry,UK,-6.166666667,40.0,6.84,9.0,17.0,51.507351,-0.127758
872,Ragdoll,female,False,red/cream,colorpoint,blue,FALSE,dry,UK,6.25,48.0,5.26,27.0,12.0,51.507351,-0.127758
873,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,UK,6.25,50.0,3.99,10.0,16.0,53.408371,-2.991573
874,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,UK,6.25,44.0,8.22,23.0,17.0,51.507351,-0.127758
875,Ragdoll,male,False,seal,bicolor,green,FALSE,wet,UK,6.25,44.0,7.43,12.0,12.0,51.507351,-0.127758
876,Ragdoll,female,False,seal,colorpoint,blue,TRUE,dry,UK,6.25,48.0,6.29,10.0,12.0,53.800755,-1.549077
877,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,UK,6.25,47.0,6.21,27.0,12.0,53.408371,-2.991573
878,Ragdoll,female,True,seal,tortie,blue,FALSE,wet,UK,6.33,38.0,5.6,18.0,17.0,53.480759,-2.242631
879,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,UK,6.33,47.0,6.89,9.0,12.0,51.507351,-0.127758
880,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,UK,6.5,46.0,6.21,27.0,12.0,51.507351,-0.127758
881,Ragdoll,male,True,seal,mitted,green,FALSE,wet,UK,6.5,46.0,7.54,1.0,12.0,51.507351,-0.127758
882,wrack doll,female,True,brown/chocolate,tortie,blue,FALSE,wet,USA,6.5,38.0,6.93,5.0,12.0,44.55089761612283,-59.517622809021105
883,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,6.5,51.0,7.31,22.0,17.0,44.55089761612283,-59.517622809021105
884,Ragdoll,female,True,seal,tortie,blue,FALSE,dry,USA,6.58,48.0,6.53,19.0,12.0,37.77493,-122.41942
885,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,6.58,38.0,6.25,18.0,17.0,45.52345,-122.67621
886,Ragdoll,female,False,seal,bicolor,blue,FALSE,wet,Germany,6.67,46.0,6.6,3.0,12.0,52.520008,13.404954
887,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,Germany,6.67,44.0,6.27,7.0,12.0,48.137154,11.576124
888,wrack doll,male,True,red/cream,bicolor,green,FALSE,wet,Germany,6.75,53.0,7.92,18.0,12.0,50.110924,8.682127
889,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Germany,6.75,44.0,4.41,6.0,17.0,52.520008,13.404954
890,Ragdoll,female,False,lilac,colorpoint,blue,FALSE,wet,Germany,6.83,49.0,4.08,33.0,12.0,50.110924,8.682127
891,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Germany,6.92,45.0,7.67,26.0,15.0,48.137154,11.576124
892,wrack doll,male,True,seal,colorpoint,blue,FALSE,wet,Germany,7.0,48.0,8.23,28.0,12.0,52.520008,13.404954
893,Ragdoll,female,False,seal,tortie,blue,FALSE,wet,Germany,7.0,40.0,5.79,5.0,15.0,52.520008,13.404954
894,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,Germany,7.0,52.0,7.22,13.0,17.0,50.110924,8.682127
895,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,7.08,48.0,7.18,21.0,17.0,40.71427,-74.00597
896,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,7.08,45.0,8.18,25.0,21.0,42.35843,-71.05977
897,Ragdoll,female,False,seal,mitted,blue,FALSE,dry,USA,7.08,48.0,3.92,9.0,17.0,45.52345,-122.67621
898,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,7.08,31.0,5.28,7.0,16.0,40.71427,-74.00597
899,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,7.17,46.0,5.04,34.0,19.0,38.89511,-77.03637
900,Ragdoll,male,True,brown/chocolate,bicolor,blue,FALSE,wet,USA,7.17,43.0,9.0,5.0,20.0,40.71427,-74.00597
901,Ragdoll,male,False,red/cream,colorpoint,blue,TRUE,wet,USA,7.25,50.0,6.34,23.17652495378928,15.898305084745763,40.71427,-74.00597
902,Ragdoll,male,True,seal,colorpoint,green,FALSE,dry,USA,7.25,43.0,5.84,23.17652495378928,15.898305084745763,42.35843,-71.05977
903,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,7.25,50.0,3.66,23.17652495378928,15.898305084745763,38.89511,-77.03637
904,Ragdoll,female,True,brown/chocolate,mitted,blue,FALSE,wet,USA,7.33,38.0,6.24,23.17652495378928,15.898305084745763,45.52345,-122.67621
905,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,7.33,58.0,8.29,23.17652495378928,15.898305084745763,40.71427,-74.00597
906,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,7.33,47.0,8.95,21.0,18.0,42.35843,-71.05977
907,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,7.5,51.0,6.74,24.0,15.0,38.89511,-77.03637
908,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,7.5,50.0,4.39,9.0,19.0,42.35843,-71.05977
909,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,7.5,49.0,7.25,12.0,17.0,42.35843,-71.05977
910,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,7.58,45.0,6.31,34.0,19.0,38.89511,-77.03637
911,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,7.58,47.0,5.79,16.0,21.0,45.52345,-122.67621
912,wrack doll,male,True,seal,colorpoint,green,FALSE,dry,USA,7.58,47.0,7.73,10.0,16.0,38.89511,-77.03637
913,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Canada,7.58,43.0,7.08,3.0,15.0,45.42153,-75.697193
914,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,Canada,7.58,49.0,7.91,26.0,18.0,51.049999,-114.066666
915,Ragdoll,female,True,red/cream,colorpoint,blue,FALSE,wet,Canada,7.67,50.0,5.04,7.0,19.0,51.049999,-114.066666
916,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,Canada,7.67,45.0,7.03,21.0,19.0,43.65107,-79.347015
917,Ragdoll,female,True,seal,colorpoint,blue,TRUE,wet,Canada,7.67,49.0,4.87,29.0,18.0,51.049999,-114.066666
918,Ragdoll,male,True,brown/chocolate,bicolor,green,FALSE,wet,Canada,7.67,62.0,7.2,13.0,17.0,51.049999,-114.066666
919,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,dry,Canada,7.67,48.0,6.75,27.0,20.0,49.246292,-123.116226
920,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,Canada,7.67,49.0,7.24,23.0,17.0,51.049999,-114.066666
921,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,Canada,7.75,49.0,7.36,14.0,19.0,51.049999,-114.066666
922,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,Canada,7.75,47.0,5.91,28.0,21.0,45.508888,-73.561668
923,Ragdoll,male,True,seal,bicolor,blue,FALSE,wet,Canada,7.75,43.0,8.89,27.0,19.0,51.049999,-114.066666
924,Ragdoll,male,True,red/cream,bicolor,green,FALSE,wet,Canada,7.75,63.0,8.68,5.0,16.0,51.049999,-114.066666
925,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,Canada,7.75,38.0,5.52,13.0,16.0,45.508888,-73.561668
926,Ragdoll,male,False,seal,bicolor,blue,FALSE,wet,Canada,7.75,48.0,7.72,26.0,17.0,43.65107,-79.347015
927,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,dry,Canada,7.83,44.0,7.07,2.0,15.0,45.508888,-73.561668
928,Ragdoll,male,True,brown/chocolate,bicolor,green,FALSE,wet,USA,7.83,50.0,6.42,13.0,18.0,40.71427,-74.00597
929,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,7.83,38.0,6.2,0.0,18.0,47.60621,-122.33207
930,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,7.92,48.0,4.65,18.0,16.0,42.35843,-71.05977
931,Ragdoll,male,False,seal,colorpoint,green,FALSE,wet,USA,7.92,49.0,6.28,34.0,18.0,39.29038,-76.61219
932,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,8.0,45.0,7.67,15.0,20.0,42.35843,-71.05977
933,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,8.0,46.0,7.62,19.0,18.0,37.77493,-122.41942
934,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,8.0,41.0,5.77,30.0,19.0,39.29038,-76.61219
935,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,8.0,48.0,6.58,18.0,16.0,42.35843,-71.05977
936,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,7.83,45.0,3.98,19.0,21.0,38.89511,-77.03637
937,Ragdoll,female,True,seal,bicolor,blue,FALSE,wet,USA,8.0,48.0,4.28,31.0,16.0,41.881832,-87.623177
938,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,8.08,51.0,7.66,10.0,19.0,42.35843,-71.05977
939,Ragdoll,female,True,seal,colorpoint,green,FALSE,wet,USA,7.92,47.0,6.73,27.0,15.0,45.52345,-122.67621
940,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,dry,USA,8.08,47.0,8.41,10.0,19.0,42.35843,-71.05977
941,Ragdoll,female,True,seal,tortie,blue,FALSE,dry,USA,8.17,38.0,6.99,2.0,16.0,38.89511,-77.03637
942,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,8.17,53.0,8.38,28.0,20.0,47.60621,-122.33207
943,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,8.17,44.0,8.59,36.0,19.0,40.71427,-74.00597
944,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,8.17,48.0,5.74,22.0,20.0,42.35843,-71.05977
945,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,dry,USA,8.17,44.0,6.16,28.0,20.0,39.29038,-76.61219
946,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,8.17,50.0,8.7,8.0,19.0,41.881832,-87.623177
947,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,8.25,46.0,9.07,7.0,16.0,47.60621,-122.33207
948,Ragdoll,female,True,seal,bicolor,blue,FALSE,wet,USA,8.25,39.0,5.03,10.0,19.0,42.35843,-71.05977
949,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,8.25,44.0,6.76,26.0,19.0,45.52345,-122.67621
950,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,8.42,53.0,5.99,13.0,17.0,42.35843,-71.05977
951,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,dry,USA,8.42,41.0,5.7,29.0,20.0,42.35843,-71.05977
952,Ragdoll,female,True,brown/chocolate,colorpoint,blue,FALSE,dry,USA,8.5,47.0,5.86,9.0,20.0,40.71427,-74.00597
953,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,8.5,45.0,8.45,21.0,20.0,42.35843,-71.05977
954,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,8.5,52.0,8.33,22.0,17.0,37.77493,-122.41942
955,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,8.58,50.0,5.51,32.0,18.0,42.35843,-71.05977
956,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,8.58,44.0,5.7,12.0,20.0,39.29038,-76.61219
957,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,8.58,46.0,6.61,14.0,19.0,38.89511,-77.03637
958,Ragdoll,male,False,brown/chocolate,colorpoint,green,FALSE,wet,USA,8.58,53.0,6.37,34.0,18.0,38.89511,-77.03637
959,Ragdoll,female,True,seal,tortie,blue,FALSE,wet,USA,4.58,46.0,4.37,13.0,12.0,38.89511,-77.03637
960,Ragdoll,female,True,seal,tortie,blue,FALSE,wet,USA,8.67,48.0,6.46,20.0,18.0,40.71427,-74.00597
961,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,8.75,43.0,6.1,15.0,20.0,38.89511,-77.03637
962,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,8.75,50.0,6.79,33.0,21.0,40.71427,-74.00597
963,Ragdoll,female,True,seal,tortie,blue,FALSE,wet,USA,4.5,45.0,4.33,26.0,15.0,38.89511,-77.03637
964,Ragdoll,female,True,seal,colorpoint,blue,TRUE,wet,USA,8.75,38.0,6.04,30.0,19.0,42.35843,-71.05977
965,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,8.75,43.0,6.4,18.0,18.0,47.60621,-122.33207
966,Ragdoll,female,False,seal,colorpoint,blue,FALSE,dry,USA,5.58,45.0,4.31,16.0,12.0,39.29038,-76.61219
967,Ragdoll,female,False,seal,bicolor,blue,FALSE,wet,USA,8.83,41.0,5.72,11.0,20.0,38.89511,-77.03637
968,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,8.92,44.0,5.82,25.0,20.0,39.29038,-76.61219
969,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,8.92,52.0,7.18,19.0,19.0,47.60621,-122.33207
970,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,8.92,55.0,9.13,15.0,18.0,41.881832,-87.623177
971,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,8.92,43.0,6.82,13.0,18.0,37.77493,-122.41942
972,Ragdoll,male,True,seal,bicolor,blue,FALSE,wet,USA,9.0,45.0,6.66,8.0,19.0,45.52345,-122.67621
973,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,wet,USA,9.0,52.0,7.99,25.0,17.0,38.89511,-77.03637
974,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,9.0,47.0,6.36,30.0,19.0,38.89511,-77.03637
975,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,9.0,43.0,6.42,20.0,17.0,38.89511,-77.03637
976,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,9.08,46.0,5.72,21.0,18.0,37.77493,-122.41942
977,Ragdoll,female,True,seal,tortie,green,FALSE,wet,USA,5.08,38.0,4.37,18.0,17.0,38.89511,-77.03637
978,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,9.08,47.0,7.91,8.0,20.0,38.89511,-77.03637
979,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,9.08,46.0,6.15,13.0,21.0,40.71427,-74.00597
980,Ragdoll,female,True,red/cream,colorpoint,blue,FALSE,wet,USA,9.17,49.0,5.73,30.0,17.0,42.35843,-71.05977
981,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,9.17,46.0,5.84,23.0,18.0,45.52345,-122.67621
982,Ragdoll,male,True,brown/chocolate,colorpoint,green,FALSE,wet,USA,9.17,50.0,7.52,29.0,18.0,47.60621,-122.33207
983,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,2.67,38.0,4.59,8.0,12.0,38.89511,-77.03637
984,Ragdoll,female,False,seal,bicolor,blue,FALSE,wet,USA,9.25,48.0,3.71,15.0,18.0,38.89511,-77.03637
985,Ragdoll,female,False,seal,colorpoint,green,FALSE,dry,USA,9.25,48.0,6.11,14.0,20.0,42.35843,-71.05977
986,Ragdoll,male,True,seal,colorpoint,blue,FALSE,dry,USA,9.25,47.0,8.61,6.0,17.0,45.52345,-122.67621
987,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,9.25,48.0,5.49,28.0,20.0,39.29038,-76.61219
988,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,9.33,50.0,7.16,27.0,19.0,40.71427,-74.00597
989,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,5.58,49.0,4.57,29.0,16.0,38.89511,-77.03637
990,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,9.33,39.0,6.15,13.0,19.0,40.71427,-74.00597
991,Ragdoll,female,True,lilac,colorpoint,blue,FALSE,wet,USA,9.33,47.0,7.34,11.0,16.0,40.71427,-74.00597
992,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,wet,USA,9.42,46.0,8.17,22.0,16.0,40.71427,-74.00597
993,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,9.42,38.0,6.38,38.0,21.0,38.89511,-77.03637
994,Ragdoll,male,True,seal,solid,blue,FALSE,wet,USA,9.42,43.903435468895076,5.740900649953575,27.0,17.0,42.35843,-71.05977
995,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,9.42,54.0,9.15,6.0,18.0,38.89511,-77.03637
996,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,9.5,48.0,4.76,13.0,19.0,40.71427,-74.00597
997,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,5.17,40.0,4.07,22.0,15.0,39.29038,-76.61219
998,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,9.5,58.0,9.06,0.0,18.0,44.55089761612283,-59.517622809021105
999,Ragdoll,male,False,seal,colorpoint,green,FALSE,wet,USA,9.5,53.0,7.09,21.0,20.0,44.55089761612283,-59.517622809021105
1000,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,wet,USA,9.58,51.0,7.7,23.0,19.0,44.55089761612283,-59.517622809021105
1001,Ragdoll,male,True,red/cream,colorpoint,blue,FALSE,dry,USA,9.58,46.0,5.87,29.0,19.0,44.55089761612283,-59.517622809021105
1002,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,9.58,50.0,6.91,30.0,16.0,44.55089761612283,-59.517622809021105
1003,Ragdoll,male,True,seal,colorpoint,green,FALSE,dry,USA,9.58,48.0,8.58,18.0,21.0,44.55089761612283,-59.517622809021105
1004,Ragdoll,female,True,seal,bicolor,blue,FALSE,dry,USA,4.0,44.0,3.91,36.0,17.0,44.55089761612283,-59.517622809021105
1005,Ragdoll,male,True,seal,colorpoint,blue,FALSE,wet,USA,9.67,43.0,9.33,14.0,16.0,44.55089761612283,-59.517622809021105
1006,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,9.67,38.0,6.37,31.0,19.0,44.55089761612283,-59.517622809021105
1007,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,9.67,42.0,6.31,16.0,17.0,44.55089761612283,-59.517622809021105
1008,Ragdoll,male,False,seal,colorpoint,green,FALSE,dry,USA,9.75,47.0,6.0,24.0,17.0,44.55089761612283,-59.517622809021105
1009,Ragdoll,female,False,seal,mitted,blue,FALSE,wet,USA,4.67,47.0,5.0,8.0,12.0,44.55089761612283,-59.517622809021105
1010,Ragdoll,female,False,brown/chocolate,tortie,blue,FALSE,wet,USA,5.58,35.0,5.59,11.0,17.0,39.29038,-76.61219
1011,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,9.83,56.0,8.4,18.0,19.0,45.52345,-122.67621
1012,Ragdoll,male,True,seal,colorpoint,green,FALSE,wet,USA,9.83,45.0,9.08,24.0,17.0,37.77493,-122.41942
1013,Ragdoll,female,True,lilac,colorpoint,blue,FALSE,wet,USA,9.83,41.0,5.76,19.0,16.0,45.52345,-122.67621
1014,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,9.83,44.0,6.25,18.0,19.0,42.35843,-71.05977
1015,Ragdoll,female,True,seal,colorpoint,blue,TRUE,wet,USA,4.67,49.0,4.62,24.0,12.0,47.60621,-122.33207
1016,Ragdoll,female,True,seal,colorpoint,blue,FALSE,wet,USA,4.67,42.0,3.74,24.0,12.0,41.881832,-87.623177
1017,Ragdoll,female,True,seal,colorpoint,blue,FALSE,dry,USA,10.83,41.0,6.51,31.0,18.0,40.71427,-74.00597
1018,Ragdoll,female,True,seal,colorpoint,green,FALSE,dry,USA,9.92,33.0,6.07,4.0,19.0,39.29038,-76.61219
1019,Ragdoll,female,True,red/cream,bicolor,blue,FALSE,wet,USA,3.08,45.0,4.06,16.0,15.0,38.89511,-77.03637
1020,Ragdoll,female,True,seal,bicolor,blue,FALSE,wet,USA,10.5,43.0,5.58,0.0,19.0,45.52345,-122.67621
1021,Ragdoll,male,True,brown/chocolate,colorpoint,blue,FALSE,dry,USA,10.0,48.0,7.59,16.0,16.0,37.77493,-122.41942
1022,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,0.08,11.0,0.6,20.0,21.0,38.89511,-77.03637
1023,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,0.08,12.0,0.8,31.0,20.0,41.881832,-87.623177
1024,Ragdoll,male,False,seal,colorpoint,blue,FALSE,dry,USA,0.08,11.0,0.7,40.0,19.0,40.71427,-74.00597
1025,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,0.08,12.0,0.9,29.0,20.0,47.60621,-122.33207
1026,Ragdoll,male,False,seal,colorpoint,blue,FALSE,wet,USA,0.08,12.0,0.6,30.0,22.0,40.71427,-74.00597
1027,Ragdoll,female,False,seal,colorpoint,blue,FALSE,wet,USA,0.17,14.0,0.9,20.0,18.0,40.71427,-74.00597
1028,Ragdoll,male,False,red/cream,bicolor,blue,TRUE,dry,USA,0.08,10.0,0.8,26.0,21.0,41.881832,-87.623177
1029,Ragdoll,female,False,red/cream,bicolor,blue,FALSE,wet,USA,0.17,14.0,1.3,21.0,20.0,40.71427,-74.00597
1030,Ragdoll,female,False,red/cream,bicolor,blue,FALSE,wet,USA,0.08,11.0,0.9,23.0,21.0,41.881832,-87.623177
1031,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,dry,USA,0.08,15.0,0.8,34.0,21.0,42.35843,-71.05977
1032,Ragdoll,female,False,red/cream,tortie,blue,FALSE,wet,USA,0.08,10.0,0.8,39.0,21.0,45.52345,-122.67621
1033,Ragdoll,female,False,brown/chocolate,colorpoint,blue,FALSE,wet,USA,0.17,14.0,1.1,35.0,18.0,42.35843,-71.05977
1034,Ragdoll,male,False,brown/chocolate,colorpoint,blue,FALSE,dry,USA,0.08,15.0,0.8,39.0,22.0,37.77493,-122.41942
1035,Ragdoll,male,False,red/cream,colorpoint,blue,FALSE,wet,USA,0.08,10.0,0.9,31.0,20.0,47.60621,-122.33207
1036,Ragdoll,female,False,red/cream,colorpoint,blue,FALSE,wet,USA,0.17,13.0,0.8,30.0,18.0,40.71427,-74.00597
1037,Ragdoll,female,False,red/cream,colorpoint,blue,FALSE,wet,USA,0.08,13.0,0.7,37.0,22.0,39.29038,-76.61219
1038,Ragdoll,female,False,red/cream,colorpoint,blue,TRUE,wet,USA,0.17,16.0,0.8,34.0,18.0,40.71427,-74.00597
1039,Ragdoll,female,False,red/cream,tortie,blue,FALSE,dry,USA,0.17,16.0,1.1,31.0,18.0,42.35843,-71.05977
1040,Ragdoll,male,False,red/cream,bicolor,blue,FALSE,wet,USA,0.17,17.0,1.2,39.0,18.0,41.881832,-87.623177
1041,Angora,male,False,white,solid,blue,FALSE,wet,USA,0.08,12.0,0.8,36.0,19.0,44.55089761612283,-59.517622809021105
1042,Ragdoll,female,False,white,solid,blue,FALSE,wet,USA,0.08,13.0,0.8,31.0,20.0,44.55089761612283,-59.517622809021105
1043,Angora,female,False,white,solid,blue,FALSE,wet,USA,0.17,16.0,0.8,36.0,20.0,44.55089761612283,-59.517622809021105
1044,Angora,male,False,black,solid,blue,FALSE,dry,USA,0.17,17.0,0.8,40.0,20.0,44.55089761612283,-59.517622809021105
1045,Angora,male,False,white,solid,green,FALSE,wet,USA,0.17,15.0,1.1,22.0,20.0,44.55089761612283,-59.517622809021105
1046,Angora,female,False,white,solid,blue,FALSE,wet,USA,0.17,17.0,0.9,38.0,20.0,44.55089761612283,-59.517622809021105
1047,Ragdoll,female,False,white,solid,blue,FALSE,wet,UK,0.08,15.0,0.7,40.0,22.0,51.507351,-0.127758
1048,Angora,male,False,black,solid,blue,FALSE,dry,USA,0.17,14.0,0.7,40.0,20.0,40.71427,-74.00597
1049,Angora,male,False,white,solid,green,FALSE,wet,USA,0.17,15.0,0.8,38.0,20.0,45.52345,-122.67621
1050,Angora,female,False,white,solid,blue,TRUE,wet,USA,0.08,14.0,0.7,37.0,20.0,40.71427,-74.00597
1051,Angora,female,False,white,solid,blue,FALSE,wet,Germany,0.17,14.0,0.7,32.0,18.0,50.110924,8.682127
